"url","img_src"
"https://tunedbyanton.com/dyno-results/bmw-535i-e34-turbo/","https://tunedbyanton.com/wp-content/uploads/2022/12/E342-768x512.jpg"
"https://tunedbyanton.com/dyno-results/nissan-silvia-s15-314kw/","https://tunedbyanton.com/wp-content/uploads/2023/01/S15-6-768x512.jpg"
"https://tunedbyanton.com/dyno-results/audi-rs3-facelift-stage-2/","https://tunedbyanton.com/wp-content/uploads/2024/05/rs3-768x512.jpg"
"https://tunedbyanton.com/dyno-results/nissan-gtr-r35-stock/","https://tunedbyanton.com/wp-content/uploads/2023/01/R35-GTR-768x512.jpg"
"https://tunedbyanton.com/dyno-results/holden-monaro-cv8-harrop-htv2300/","https://tunedbyanton.com/wp-content/uploads/2025/10/cv8-3-768x512.webp"
"https://tunedbyanton.com/dyno-results/seadoo-260-rxpx/","https://tunedbyanton.com/wp-content/uploads/2022/04/RXPX2-768x329.jpg"
"https://tunedbyanton.com/dyno-results/bmw-535i-e34-turbo/","https://tunedbyanton.com/wp-content/uploads/2022/12/E342-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-gla45s-stage-1-tune/","https://tunedbyanton.com/wp-content/uploads/2024/01/GLA45S-4-768x512.jpg"
"https://tunedbyanton.com/dyno-results/bmw-e36-1jz-swapped/","https://tunedbyanton.com/wp-content/uploads/2024/03/E36-1JZ-768x512.jpg"
"https://tunedbyanton.com/dyno-results/subaru-wrx-gc8-308kw/","https://tunedbyanton.com/wp-content/uploads/2025/10/gc8-768x512.webp"
"https://tunedbyanton.com/dyno-results/holden-ve-ss-6-0lt-with-vortech-supercharger/","https://tunedbyanton.com/wp-content/uploads/2025/02/VE-Vortech3-768x1024.webp"
"https://tunedbyanton.com/dyno-results/nissan-r34-skyline-gtt/","https://tunedbyanton.com/wp-content/uploads/2024/10/R34gtt2-768x512.jpg"
"https://tunedbyanton.com/dyno-results/chrysler-300-srt-stage-1/","https://tunedbyanton.com/wp-content/uploads/2023/01/SRT-300-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63-amg-sports-edition/","https://tunedbyanton.com/wp-content/uploads/2022/05/C63-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-e55-amg/","https://tunedbyanton.com/wp-content/uploads/2022/11/E55-AMG-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63-amg/","https://tunedbyanton.com/wp-content/uploads/2022/12/C63-768x512.jpg"
"https://tunedbyanton.com/dyno-results/nissan-180sx/","https://tunedbyanton.com/wp-content/uploads/2022/05/180sx-768x576.jpg"
"https://tunedbyanton.com/dyno-results/9507/","https://tunedbyanton.com/wp-content/uploads/2022/12/EvoSpite9-768x512.jpg"
"https://tunedbyanton.com/dyno-results/subaru-wrx-gc8-308kw/","https://tunedbyanton.com/wp-content/uploads/2025/10/gc8-768x512.webp"
"https://tunedbyanton.com/dyno-results/holden-ve-ss-6-0lt-with-vortech-supercharger/","https://tunedbyanton.com/wp-content/uploads/2025/02/VE-Vortech3-768x1024.webp"
"https://tunedbyanton.com/dyno-results/nissan-r34-skyline-gtt/","https://tunedbyanton.com/wp-content/uploads/2024/10/R34gtt2-768x512.jpg"
"https://tunedbyanton.com/dyno-results/chrysler-300-srt-stage-1/","https://tunedbyanton.com/wp-content/uploads/2023/01/SRT-300-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63-amg-sports-edition/","https://tunedbyanton.com/wp-content/uploads/2022/05/C63-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-e55-amg/","https://tunedbyanton.com/wp-content/uploads/2022/11/E55-AMG-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63-amg/","https://tunedbyanton.com/wp-content/uploads/2022/12/C63-768x512.jpg"
"https://tunedbyanton.com/dyno-results/nissan-180sx/","https://tunedbyanton.com/wp-content/uploads/2022/05/180sx-768x576.jpg"
"https://tunedbyanton.com/dyno-results/9507/","https://tunedbyanton.com/wp-content/uploads/2022/12/EvoSpite9-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-falcon-fg-xr6-stage-2/","https://tunedbyanton.com/wp-content/uploads/2023/03/FG-xr6-2-768x1152.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63-w204-tune/","https://tunedbyanton.com/wp-content/uploads/2024/12/C63-768x512.webp"
"https://tunedbyanton.com/dyno-results/seadoo-300/","https://tunedbyanton.com/wp-content/uploads/2022/04/73324624_1568247723317798_1713785474016870400_n-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63-2/","https://tunedbyanton.com/wp-content/uploads/2022/05/C63-red-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-fg-falcon-phase-2-tune/","https://tunedbyanton.com/wp-content/uploads/2023/12/FG-768x512.jpg"
"https://tunedbyanton.com/dyno-results/holden-ve-ss/","https://tunedbyanton.com/wp-content/uploads/2022/05/IMG_3149-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-falcon-fg-xr6-stage-2/","https://tunedbyanton.com/wp-content/uploads/2023/03/FG-xr6-2-768x1152.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63-w204-tune/","https://tunedbyanton.com/wp-content/uploads/2024/12/C63-768x512.webp"
"https://tunedbyanton.com/dyno-results/seadoo-300/","https://tunedbyanton.com/wp-content/uploads/2022/04/73324624_1568247723317798_1713785474016870400_n-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63-2/","https://tunedbyanton.com/wp-content/uploads/2022/05/C63-red-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-fg-falcon-phase-2-tune/","https://tunedbyanton.com/wp-content/uploads/2023/12/FG-768x512.jpg"
"https://tunedbyanton.com/dyno-results/holden-ve-ss/","https://tunedbyanton.com/wp-content/uploads/2022/05/IMG_3149-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-bf-f6/","https://tunedbyanton.com/wp-content/uploads/2022/10/BF-F6-768x512.jpg"
"https://tunedbyanton.com/dyno-results/nissan-silvia-s14/","https://tunedbyanton.com/wp-content/uploads/2022/11/S14greyy-768x512.jpg"
"https://tunedbyanton.com/dyno-results/bmw-335i/","https://tunedbyanton.com/wp-content/uploads/2022/03/bmw-335i-1620x1080-1-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-8-5/","https://tunedbyanton.com/wp-content/uploads/2023/06/evo8-2-768x512.jpg"
"https://tunedbyanton.com/dyno-results/toyota-supra-gr-a90/","https://tunedbyanton.com/wp-content/uploads/2022/06/GR-Supra-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-laser/","https://tunedbyanton.com/wp-content/uploads/2022/08/Ford-Laser-768x512.jpg"
"https://tunedbyanton.com/dyno-results/bmw-335i/","https://tunedbyanton.com/wp-content/uploads/2022/03/bmw-335i-1620x1080-1-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-8-5/","https://tunedbyanton.com/wp-content/uploads/2023/06/evo8-2-768x512.jpg"
"https://tunedbyanton.com/dyno-results/toyota-supra-gr-a90/","https://tunedbyanton.com/wp-content/uploads/2022/06/GR-Supra-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-laser/","https://tunedbyanton.com/wp-content/uploads/2022/08/Ford-Laser-768x512.jpg"
"https://tunedbyanton.com/dyno-results/holden-ve-ss-v/","https://tunedbyanton.com/wp-content/uploads/2022/08/VE-Commodore-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-7-gtpumps-712/","https://tunedbyanton.com/wp-content/uploads/2023/11/Evo7-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-mustang-gt/","https://tunedbyanton.com/wp-content/uploads/2022/04/Mustang-GT-NA-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mazda-rx7/","https://tunedbyanton.com/wp-content/uploads/2022/04/RX7s6-1-768x512.jpg"
"https://tunedbyanton.com/dyno-results/bmw-m140-stage-2/","https://tunedbyanton.com/wp-content/uploads/2023/08/M140-768x512.jpg"
"https://tunedbyanton.com/dyno-results/toyota-supra-a90-stage-2/","https://tunedbyanton.com/wp-content/uploads/2025/07/SupraA902-768x512.webp"
"https://tunedbyanton.com/dyno-results/bmw-135i-e82-stage-3/","https://tunedbyanton.com/wp-content/uploads/2023/04/135i-1-768x512.jpg"
"https://tunedbyanton.com/dyno-results/lexus-isf-stage-1/","https://tunedbyanton.com/wp-content/uploads/2023/02/ISF4-768x512.jpg"
